0    [INFO] org.hibernate.annotations.common.Version 2016-02-16 09:20:36,053  HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
3727 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,780  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3748 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,801  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Retiros.hbm.xml
3751 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,804  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3781 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,834  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Clientes.hbm.xml
3783 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,836  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3806 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,859  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Usuarios.hbm.xml
3809 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,862  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3833 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,886  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Consignaciones.hbm.xml
3836 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,889  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3844 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,897  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposUsuarios.hbm.xml
3847 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,900  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3856 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,909  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Cuentas.hbm.xml
3862 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:39,915  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
3873 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:39,926  HHH000041: Configured SessionFactory: null
3881 [WARN] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:39,934  HHH000402: Using Hibernate built-in connection pool (not for production use!)
3881 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:39,934  HHH000401: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/banco]
3881 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:39,934  HHH000046: Connection properties: {user=postgres, password=****}
3881 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:39,934  HHH000006: Autocommit mode: false
3882 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:39,935  HHH000115: Hibernate connection pool size: 20 (min=1)
4244 [INFO] org.hibernate.dialect.Dialect 2016-02-16 09:20:40,297  HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
4246 [INFO] org.hibernate.engine.jdbc.internal.LobCreatorBuilder 2016-02-16 09:20:40,299  HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
4254 [INFO] org.hibernate.engine.transaction.internal.TransactionFactoryInitiator 2016-02-16 09:20:40,307  HHH000399: Using default transaction strategy (direct JDBC transactions)
4254 [INFO] org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory 2016-02-16 09:20:40,307  HHH000397: Using ASTQueryTranslatorFactory
4353 [INFO] co.edu.usbcali.demo.test.TestCliente 2016-02-16 09:20:40,406  162020
4354 [INFO] co.edu.usbcali.demo.test.TestCliente 2016-02-16 09:20:40,407  Homero J Simpson
4354 [INFO] co.edu.usbcali.demo.test.TestCliente 2016-02-16 09:20:40,407  55555555
4354 [INFO] co.edu.usbcali.demo.test.TestCliente 2016-02-16 09:20:40,407  hjsimpson@gmail.com
4355 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,408  HHH000043: Configuring from resource: /hibernate.cfg.xml
4355 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,408  HHH000040: Configuration resource: /hibernate.cfg.xml
4357 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,410  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4360 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,413  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposDocumentos.hbm.xml
4363 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,416  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4377 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,430  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Retiros.hbm.xml
4382 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,435  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4390 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,443  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Clientes.hbm.xml
4394 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,447  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4401 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,454  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Usuarios.hbm.xml
4406 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,459  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4416 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,469  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Consignaciones.hbm.xml
4419 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,472  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4425 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,478  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposUsuarios.hbm.xml
4427 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,480  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4435 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,488  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Cuentas.hbm.xml
4437 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,490  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4448 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,501  HHH000041: Configured SessionFactory: null
4454 [WARN] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:40,507  HHH000402: Using Hibernate built-in connection pool (not for production use!)
4454 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:40,507  HHH000401: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/banco]
4455 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:40,508  HHH000046: Connection properties: {user=postgres, password=****}
4455 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:40,508  HHH000006: Autocommit mode: false
4455 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:40,508  HHH000115: Hibernate connection pool size: 20 (min=1)
4796 [INFO] org.hibernate.dialect.Dialect 2016-02-16 09:20:40,849  HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
4797 [INFO] org.hibernate.engine.jdbc.internal.LobCreatorBuilder 2016-02-16 09:20:40,850  HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
4806 [INFO] org.hibernate.engine.transaction.internal.TransactionFactoryInitiator 2016-02-16 09:20:40,859  HHH000399: Using default transaction strategy (direct JDBC transactions)
4806 [INFO] org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory 2016-02-16 09:20:40,859  HHH000397: Using ASTQueryTranslatorFactory
4888 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,941  HHH000043: Configuring from resource: /hibernate.cfg.xml
4893 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,946  HHH000040: Configuration resource: /hibernate.cfg.xml
4895 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,948  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4897 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,950  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposDocumentos.hbm.xml
4901 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,954  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4906 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,959  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Retiros.hbm.xml
4908 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,961  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4916 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,969  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Clientes.hbm.xml
4918 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,971  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4924 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,977  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Usuarios.hbm.xml
4926 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,979  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4932 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,985  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Consignaciones.hbm.xml
4934 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,987  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4939 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:40,992  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposUsuarios.hbm.xml
4944 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:40,997  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4975 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:41,028  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Cuentas.hbm.xml
4978 [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:20:41,031  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
4984 [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:20:41,037  HHH000041: Configured SessionFactory: null
4998 [WARN] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:41,051  HHH000402: Using Hibernate built-in connection pool (not for production use!)
4998 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:41,051  HHH000401: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/banco]
4999 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:41,052  HHH000046: Connection properties: {user=postgres, password=****}
4999 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:41,052  HHH000006: Autocommit mode: false
4999 [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:20:41,052  HHH000115: Hibernate connection pool size: 20 (min=1)
5477 [INFO] org.hibernate.dialect.Dialect 2016-02-16 09:20:41,530  HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
5479 [INFO] org.hibernate.engine.jdbc.internal.LobCreatorBuilder 2016-02-16 09:20:41,532  HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
5486 [INFO] org.hibernate.engine.transaction.internal.TransactionFactoryInitiator 2016-02-16 09:20:41,539  HHH000399: Using default transaction strategy (direct JDBC transactions)
5486 [INFO] org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory 2016-02-16 09:20:41,539  HHH000397: Using ASTQueryTranslatorFactory
0    [INFO] org.hibernate.annotations.common.Version 2016-02-16 09:40:34,942  HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
9    [INFO] org.hibernate.Version 2016-02-16 09:40:34,951  HHH000412: Hibernate Core {4.3.11.Final}
11   [INFO] org.hibernate.cfg.Environment 2016-02-16 09:40:34,953  HHH000206: hibernate.properties not found
13   [INFO] org.hibernate.cfg.Environment 2016-02-16 09:40:34,955  HHH000021: Bytecode provider name : javassist
37   [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:34,979  HHH000043: Configuring from resource: /hibernate.cfg.xml
37   [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:34,979  HHH000040: Configuration resource: /hibernate.cfg.xml
89   [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,031  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
118  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,060  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposDocumentos.hbm.xml
306  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,248  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
390  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,332  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Retiros.hbm.xml
394  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,336  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
421  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,363  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Clientes.hbm.xml
429  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,371  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
484  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,426  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Usuarios.hbm.xml
493  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,435  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
518  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,460  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Consignaciones.hbm.xml
525  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,467  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
591  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,533  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/TiposUsuarios.hbm.xml
595  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,537  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
615  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,557  HHH000221: Reading mappings from resource: co/edu/usbcali/demo/modelo/Cuentas.hbm.xml
620  [WARN] org.hibernate.internal.util.xml.DTDEntityResolver 2016-02-16 09:40:35,562  HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
634  [INFO] org.hibernate.cfg.Configuration 2016-02-16 09:40:35,576  HHH000041: Configured SessionFactory: null
789  [WARN] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:40:35,731  HHH000402: Using Hibernate built-in connection pool (not for production use!)
824  [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:40:35,766  HHH000401: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/banco]
825  [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:40:35,767  HHH000046: Connection properties: {user=postgres, password=****}
826  [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:40:35,768  HHH000006: Autocommit mode: false
829  [INFO] org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl 2016-02-16 09:40:35,771  HHH000115: Hibernate connection pool size: 20 (min=1)
1526 [INFO] org.hibernate.dialect.Dialect 2016-02-16 09:40:36,468  HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
1544 [INFO] org.hibernate.engine.jdbc.internal.LobCreatorBuilder 2016-02-16 09:40:36,486  HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
1743 [INFO] org.hibernate.engine.transaction.internal.TransactionFactoryInitiator 2016-02-16 09:40:36,685  HHH000399: Using default transaction strategy (direct JDBC transactions)
1749 [INFO] org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory 2016-02-16 09:40:36,691  HHH000397: Using ASTQueryTranslatorFactory
2544 [INFO] co.edu.usbcali.demo.test.TestHQLSelect 2016-02-16 09:40:37,486  John Smith
2544 [INFO] co.edu.usbcali.demo.test.TestHQLSelect 2016-02-16 09:40:37,486  smith@usbcali.edu.co
2544 [INFO] co.edu.usbcali.demo.test.TestHQLSelect 2016-02-16 09:40:37,486  Logan Pardo
2545 [INFO] co.edu.usbcali.demo.test.TestHQLSelect 2016-02-16 09:40:37,487  logan@usbcali.edu.co
